"graph","embedder","pk_ratio","name"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_18","struc2vec",0.642,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_25","struc2vec",0.668,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_24","struc2vec",0.678,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_13","struc2vec",0.7,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_22","struc2vec",0.688,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_46","struc2vec",0.63,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_49","struc2vec",0.644,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_0","struc2vec",0.66,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_5","struc2vec",0.67,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_8","struc2vec",0.7,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_12","struc2vec",0.658,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_23","struc2vec",0.656,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_2","struc2vec",0.678,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_31","struc2vec",0.718,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_44","struc2vec",0.654,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_16","struc2vec",0.66,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_43","struc2vec",0.652,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_38","struc2vec",0.674,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_29","struc2vec",0.638,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_14","struc2vec",0.674,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_26","struc2vec",0.646,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_35","struc2vec",0.682,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_39","struc2vec",0.674,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_32","struc2vec",0.656,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_19","struc2vec",0.68,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_37","struc2vec",0.668,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_20","struc2vec",0.638,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_47","struc2vec",0.638,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_28","struc2vec",0.646,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_42","struc2vec",0.696,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_27","struc2vec",0.666,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_34","struc2vec",0.694,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_36","struc2vec",0.704,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_48","struc2vec",0.638,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_4","struc2vec",0.71,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_45","struc2vec",0.654,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_17","struc2vec",0.68,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_41","struc2vec",0.638,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_1","struc2vec",0.686,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_21","struc2vec",0.678,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_10","struc2vec",0.626,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_30","struc2vec",0.662,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_40","struc2vec",0.686,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_6","struc2vec",0.702,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_11","struc2vec",0.662,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_15","struc2vec",0.662,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_3","struc2vec",0.67,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_9","struc2vec",0.652,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_33","struc2vec",0.688,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_7","verse",0.932,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_18","verse",0.93,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_25","verse",0.966,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_24","verse",0.948,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_13","verse",0.936,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_22","verse",0.944,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_46","verse",0.914,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_49","verse",0.928,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_0","verse",0.96,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_5","verse",0.934,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_8","verse",0.946,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_12","verse",0.95,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_23","verse",0.946,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_2","verse",0.944,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_31","verse",0.96,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_16","verse",0.958,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_43","verse",0.908,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_44","verse",0.942,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_29","verse",0.94,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_38","verse",0.924,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_14","verse",0.93,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_26","verse",0.954,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_35","verse",0.912,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_39","verse",0.938,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_19","verse",0.942,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_32","verse",0.948,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_37","verse",0.952,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_20","verse",0.942,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_47","verse",0.948,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_28","verse",0.94,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_42","verse",0.936,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_34","verse",0.978,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_36","verse",0.922,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_27","verse",0.948,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_48","verse",0.948,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_4","verse",0.924,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_45","verse",0.946,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_17","verse",0.904,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_41","verse",0.958,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_1","verse",0.922,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_10","verse",0.96,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_30","verse",0.934,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_21","verse",0.922,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_6","verse",0.934,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_11","verse",0.962,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_40","verse",0.93,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_15","verse",0.892,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_9","verse",0.97,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_33","verse",0.934,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_3","verse",0.958,"60-40"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_7","spring",0.822,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_18","spring",0.814,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_25","spring",0.814,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_24","spring",0.832,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_13","spring",0.774,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_22","spring",0.816,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_49","spring",0.816,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_46","spring",0.77,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_0","spring",0.844,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_5","spring",0.836,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_12","spring",0.816,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_8","spring",0.76,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_23","spring",0.83,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_2","spring",0.806,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_16","spring",0.758,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_44","spring",0.786,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_31","spring",0.868,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_43","spring",0.834,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_38","spring",0.788,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_29","spring",0.852,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_14","spring",0.774,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_26","spring",0.814,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_39","spring",0.808,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_35","spring",0.848,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_32","spring",0.83,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_19","spring",0.762,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_20","spring",0.794,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_37","spring",0.834,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_47","spring",0.79,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_28","spring",0.828,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_42","spring",0.818,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_34","spring",0.828,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_27","spring",0.818,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_48","spring",0.824,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_4","spring",0.83,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_36","spring",0.856,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_45","spring",0.86,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_17","spring",0.844,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_41","spring",0.844,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_1","spring",0.838,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_21","spring",0.828,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_10","spring",0.824,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_30","spring",0.808,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_6","spring",0.826,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_40","spring",0.81,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_15","spring",0.798,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_11","spring",0.802,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_9","spring",0.8,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_3","spring",0.796,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_33","spring",0.82,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_18","node2vec",0.696,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_7","node2vec",0.74,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_24","node2vec",0.748,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_25","node2vec",0.7,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_13","node2vec",0.736,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_46","node2vec",0.716,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_22","node2vec",0.718,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_49","node2vec",0.73,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_0","node2vec",0.726,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_5","node2vec",0.728,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_8","node2vec",0.706,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_12","node2vec",0.7,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_23","node2vec",0.77,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_31","node2vec",0.748,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_2","node2vec",0.764,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_16","node2vec",0.722,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_44","node2vec",0.734,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_29","node2vec",0.74,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_43","node2vec",0.726,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_38","node2vec",0.7,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_14","node2vec",0.692,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_35","node2vec",0.758,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_26","node2vec",0.71,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_39","node2vec",0.736,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_32","node2vec",0.752,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_19","node2vec",0.702,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_37","node2vec",0.728,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_20","node2vec",0.774,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_47","node2vec",0.706,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_34","node2vec",0.704,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_42","node2vec",0.708,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_28","node2vec",0.766,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_27","node2vec",0.736,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_4","node2vec",0.76,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_36","node2vec",0.742,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_48","node2vec",0.714,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_45","node2vec",0.758,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_1","node2vec",0.72,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_17","node2vec",0.71,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_41","node2vec",0.7,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_21","node2vec",0.752,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_10","node2vec",0.744,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_30","node2vec",0.704,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_6","node2vec",0.75,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_40","node2vec",0.768,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_11","node2vec",0.7,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_15","node2vec",0.77,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_9","node2vec",0.742,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_3","node2vec",0.72,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_33","node2vec",0.74,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_7","struc2vec",0.71,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_18","struc2vec",0.748,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_25","struc2vec",0.738,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_24","struc2vec",0.752,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_13","struc2vec",0.726,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_22","struc2vec",0.742,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_46","struc2vec",0.756,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_0","struc2vec",0.758,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_5","struc2vec",0.718,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_49","struc2vec",0.732,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_8","struc2vec",0.74,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_2","struc2vec",0.74,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_23","struc2vec",0.72,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_12","struc2vec",0.736,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_31","struc2vec",0.782,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_16","struc2vec",0.686,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_44","struc2vec",0.72,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_43","struc2vec",0.762,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_29","struc2vec",0.742,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_38","struc2vec",0.744,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_14","struc2vec",0.74,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_26","struc2vec",0.712,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_35","struc2vec",0.718,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_39","struc2vec",0.772,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_37","struc2vec",0.74,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_32","struc2vec",0.796,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_19","struc2vec",0.712,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_47","struc2vec",0.734,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_20","struc2vec",0.734,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_28","struc2vec",0.72,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_42","struc2vec",0.724,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_48","struc2vec",0.744,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_36","struc2vec",0.742,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_27","struc2vec",0.722,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_34","struc2vec",0.734,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_45","struc2vec",0.748,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_4","struc2vec",0.708,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_41","struc2vec",0.734,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_17","struc2vec",0.724,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_1","struc2vec",0.708,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_21","struc2vec",0.768,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_10","struc2vec",0.714,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_30","struc2vec",0.726,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_40","struc2vec",0.718,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_6","struc2vec",0.77,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_11","struc2vec",0.736,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_15","struc2vec",0.722,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_9","struc2vec",0.74,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_3","struc2vec",0.748,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_33","struc2vec",0.766,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_18","verse",0.948,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_7","verse",0.96,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_25","verse",0.958,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_24","verse",0.95,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_13","verse",0.94,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_46","verse",0.962,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_22","verse",0.972,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_49","verse",0.966,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_0","verse",0.954,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_5","verse",0.968,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_8","verse",0.964,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_12","verse",0.938,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_23","verse",0.956,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_2","verse",0.95,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_31","verse",0.956,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_16","verse",0.914,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_44","verse",0.948,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_43","verse",0.938,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_29","verse",0.95,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_38","verse",0.95,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_14","verse",0.974,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_26","verse",0.94,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_35","verse",0.946,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_32","verse",0.954,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_39","verse",0.962,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_19","verse",0.954,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_37","verse",0.944,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_20","verse",0.952,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_47","verse",0.938,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_28","verse",0.962,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_42","verse",0.942,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_34","verse",0.942,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_27","verse",0.954,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_36","verse",0.96,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_48","verse",0.968,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_4","verse",0.954,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_45","verse",0.938,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_17","verse",0.964,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_41","verse",0.942,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_1","verse",0.93,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_21","verse",0.946,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_30","verse",0.946,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_10","verse",0.942,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_40","verse",0.968,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_6","verse",0.936,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_11","verse",0.948,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_15","verse",0.944,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_9","verse",0.95,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_3","verse",0.946,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_33","verse",0.968,"50-50"
"input_data/geometric_graphs/graph_sample_25","spring",0.885492063492063,"random geometric"
"input_data/geometric_graphs/graph_sample_7","spring",0.932484126984127,"random geometric"
"input_data/geometric_graphs/graph_sample_18","spring",0.957222222222222,"random geometric"
